,title,address,price,lat,long,Elementary schools,Car friendly,Quiet,Greenery,Parks,Grocery stores,Cycling friendly,Daycares,Pedestrian friendly,Shopping,Transit friendly,Restaurants,High schools,Historic,Vibrancy,Nightlife,Coffee Shops,rooms,bedrooms,bathroom,Condominium type,Net area,Year built,Parking (total),walk_score,Population 2016 ,Population variation between 2011 2016 ,Population density ,Unemployment rate 2016 ,"Less than $50,000 (%)","Between $50,000 and $80,000 (%)","Between $80,000 and $100,000 (%)","Between $100,000 and $150,000 (%)","More than $150,000 (%)",1-person households (%),2-person households (%),3-person households (%),4-person households (%),5-person or more households (%),Couples without children at home (%),Couples with children at home (%),Single-parent families (%),Owners (%),Renters (%),Before 1960 (%),Between 1961 and 1980 (%),Between 1981 and 1990 (%),Between 1991 and 2000 (%),Between 2001 and 2010 (%),Between 2011 and 2016 (%),Single-family homes (%),Semi-detached or row houses (%),Buildings with less than 5 floors (%),Buildings with 5 or more floors (%),Mobile homes (%),University (%),College (%),Secondary (high) school (%),Apprentice or trade school diploma (%),No diploma (%),Non-immigrant population (%),Immigrant population (%),French (%),English (%),Others languages (%),url,bathrooms,Pool,Additional features,in basement,powder room,Building style,Lot area,bedroom in basement,bedroom,Fireplace/Stove,Gross area,Parking (excluded from the price),bedrooms in basement,powder rooms,room,< 15 years (%),15 to 24 years (%),25 to 44 years (%),45 to 64 years (%),> 65 years (%),Unnamed: 0
888,Condo for sale,"532, Rue Cherrier, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$799,000",45.519413,-73.56844,9.0,5.0,0.0,7.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,5.0,3.0,,Undivided,,Unknown age,Garage (1),96,104000,4,12855,8,52.0,20.0,8.0,11.0,8.0,52.0,30.0,10.0,6.0,2.0,52.0,32.0,16.0,28.0,72.0,57.0,23.0,7.0,5.0,5.0,2.0,1.0,2.0,82.0,16.0,0.0,57.0,14.0,16.0,5.0,8.0,73.0,27.0,67.0,23.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2.0,,,,,,,,,Gas fireplace,"1,700 sqft",,,,,,,,,,172.0
889,Condo for sale,"1709, Rue Saint-Patrick, apt. 703, Montréal (Le Sud-Ouest), Neighbourhood Pointe-Saint-Charles","$1,500,000",45.48625248,-73.563451,9.0,6.0,8.0,6.0,10.0,8.0,9.0,8.0,10.0,10.0,9.0,10.0,5.0,6.0,8.0,8.0,9.0,9.0,,,Divided,"1,985 sqft",2003,Garage (1),66,80153,9,5070,8,50.0,22.0,9.0,11.0,7.0,46.0,32.0,11.0,7.0,4.0,44.0,32.0,24.0,35.0,65.0,43.0,18.0,11.0,5.0,10.0,13.0,2.0,7.0,71.0,20.0,0.0,38.0,16.0,19.0,9.0,18.0,74.0,26.0,59.0,26.0,15.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2.0,"Heated, Inground","Adapted for reduced mobility, Elevator",,,,,,1.0,,,,,,,,,,,,173.0
890,Condo for sale,"7905, Chemin de la Côte-Saint-Luc, apt. 1204, Côte-Saint-Luc","$224,000",45.46026495,-73.66051468,9.0,8.0,4.0,5.0,8.0,8.0,5.0,10.0,8.0,6.0,7.0,6.0,10.0,2.0,4.0,4.0,4.0,4.0,,1.0,Divided,760 sqft,1981,Garage (1),52,32957,2,4688,9,43.0,20.0,9.0,12.0,15.0,35.0,31.0,14.0,12.0,8.0,38.0,46.0,16.0,48.0,52.0,27.0,44.0,16.0,5.0,6.0,1.0,15.0,16.0,17.0,52.0,0.0,45.0,16.0,21.0,6.0,11.0,54.0,46.0,17.0,59.0,24.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,1.0,,,,,,,,,,,,174.0
891,Condo for sale,"534, Rue Cherrier, apt. 1, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$289,000",45.519413,-73.56844,9.0,5.0,0.0,7.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,3.0,,1.0,Undivided,,Unknown age,,96,104000,4,12855,8,52.0,20.0,8.0,11.0,8.0,52.0,30.0,10.0,6.0,2.0,52.0,32.0,16.0,28.0,72.0,57.0,23.0,7.0,5.0,5.0,2.0,1.0,2.0,82.0,16.0,0.0,57.0,14.0,16.0,5.0,8.0,73.0,27.0,67.0,23.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,1.0,,500 sqft,,,,,,,,,,175.0
892,Condo for sale,"920, Rue Irène-Sénécal, apt. 1, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Pointe-aux-Trembles","$194,500",45.69383,-73.490688,6.0,9.0,8.0,3.0,7.0,8.0,6.0,8.0,4.0,3.0,4.0,4.0,5.0,2.0,2.0,1.0,5.0,5.0,2.0,1.0,Divided,938 sqft,2007,Driveway (1),22,106743,0,2515,7,38.0,25.0,12.0,17.0,8.0,28.0,32.0,17.0,15.0,8.0,34.0,43.0,23.0,64.0,36.0,13.0,28.0,31.0,14.0,11.0,3.0,26.0,24.0,47.0,3.0,0.0,16.0,17.0,25.0,18.0,24.0,76.0,24.0,71.0,16.0,13.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,176.0
893,Condo for sale,"555, boulevard René-Lévesque Est, apt. 316, Montréal (Ville-Marie), Neighbourhood Village","$409,900",45.51437,-73.556781,5.0,6.0,3.0,4.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,5.0,7.0,10.0,10.0,10.0,4.0,,1.0,Divided,729 sqft,2010,Garage (1),92,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,Inground,"Adapted for reduced mobility, Elevator",,,,,,1.0,,,,,,,,,,,,177.0
894,Condo for sale,"8541, Rue René-Labelle, Montréal (Ahuntsic-Cartierville), Neighbourhood Ahuntsic Central","$579,000",45.555513,-73.633271,5.0,8.0,7.0,6.0,8.0,9.0,7.0,6.0,8.0,9.0,7.0,8.0,5.0,0.0,4.0,4.0,5.0,6.0,3.0,1.0,Divided,"1,323 sqft",1984,Garage (1),47,134245,6,5545,10,49.0,23.0,9.0,11.0,9.0,41.0,27.0,13.0,12.0,7.0,34.0,46.0,20.0,39.0,61.0,37.0,33.0,14.0,6.0,6.0,4.0,9.0,5.0,73.0,13.0,0.0,36.0,16.0,20.0,10.0,17.0,59.0,41.0,65.0,10.0,25.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Basement 6 feet or +,,1.0,,,,,,,,,,,,,,,,179.0
895,Condo for sale,"4475, boulevard Saint-Jean, apt. 301, Dollard-Des Ormeaux, Neighbourhood Central","$375,000",45.48302372,-73.84445677,8.0,10.0,4.0,4.0,6.0,7.0,4.0,4.0,5.0,5.0,6.0,6.0,8.0,0.0,2.0,3.0,5.0,5.0,2.0,,Divided,"1,204 sqft",2005,,56,48899,1,3262,7,28.0,23.0,12.0,20.0,18.0,21.0,30.0,17.0,20.0,13.0,31.0,53.0,16.0,77.0,23.0,6.0,62.0,15.0,7.0,8.0,2.0,58.0,19.0,15.0,8.0,0.0,35.0,20.0,25.0,7.0,13.0,60.0,40.0,16.0,61.0,23.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2.0,,Elevator,,,,,,,,,,,,,,,,,,180.0
896,Condo for sale,"1199, Rue Bishop, apt. 202, Montréal (Ville-Marie), Neighbourhood Golden Square Mile","$335,000",45.495994,-73.574654,6.0,4.0,0.0,4.0,10.0,10.0,4.0,10.0,10.0,10.0,10.0,10.0,9.0,7.0,10.0,10.0,10.0,3.0,,1.0,Divided,497 sqft,2013,,98,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,186.0
897,Condo for sale,"4625, Avenue Félix-Leclerc, apt. 208, Montréal (Saint-Laurent), Neighbourhood New Saint-Laurent/Bois-Franc","$374,000",45.509473,-73.733804,6.0,9.0,5.0,4.0,8.0,2.0,5.0,4.0,4.0,6.0,5.0,4.0,2.0,0.0,2.0,1.0,2.0,8.0,3.0,1.0,Divided,,2004,Garage (1),10,98828,5,2299,10,42.0,24.0,10.0,13.0,12.0,28.0,27.0,17.0,17.0,11.0,29.0,53.0,18.0,49.0,51.0,27.0,31.0,12.0,9.0,16.0,6.0,11.0,15.0,45.0,30.0,0.0,39.0,16.0,21.0,7.0,17.0,45.0,55.0,37.0,25.0,38.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,"1,100 sqft",,,,,,,,,,190.0
898,Condo for sale,"2335, Chemin Manella, apt. 410, Mont-Royal","$359,000",45.513957,-73.646991,10.0,6.0,6.0,6.0,9.0,10.0,7.0,10.0,10.0,9.0,9.0,8.0,7.0,3.0,5.0,3.0,6.0,4.0,,1.0,Divided,563 sqft,2015,Garage (1),76,20276,4,2693,7,24.0,15.0,8.0,14.0,40.0,24.0,28.0,16.0,21.0,10.0,29.0,56.0,15.0,67.0,33.0,70.0,16.0,3.0,3.0,3.0,6.0,34.0,21.0,33.0,11.0,0.0,60.0,15.0,14.0,3.0,8.0,64.0,36.0,51.0,30.0,19.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Elevator,,,,,,1.0,,,,,,,,,,,,192.0
899,Condo for sale,"185, Rue du Séminaire, apt. 706, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$329,000",45.490915,-73.560779,7.0,5.0,7.0,5.0,10.0,10.0,9.0,8.0,10.0,10.0,9.0,10.0,4.0,6.0,9.0,9.0,10.0,5.0,,1.0,Divided,570 sqft,2013,,70,80153,9,5070,8,50.0,22.0,9.0,11.0,7.0,46.0,32.0,11.0,7.0,4.0,44.0,32.0,24.0,35.0,65.0,43.0,18.0,11.0,5.0,10.0,13.0,2.0,7.0,71.0,20.0,0.0,38.0,16.0,19.0,9.0,18.0,74.0,26.0,59.0,26.0,15.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,Indoor,,,,,,,1.0,,,,,,,,,,,,193.0
900,Condo for sale,"828, Rue Sherbrooke Est, apt. 602, Montréal (Ville-Marie), Neighbourhood Central","$439,000",45.51951,-73.566654,8.0,5.0,2.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,6.0,,1.0,Divided,662 sqft,2012,,95,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Elevator,,,,,,1.0,Gas fireplace,,,,,,,,,,,194.0
901,Condo for sale,"5241, Rue Riviera, apt. 201, Montréal (Pierrefonds-Roxboro), Neighbourhood Pierrefonds/Central East","$200,000",45.515162,-73.828474,5.0,9.0,8.0,6.0,9.0,6.0,5.0,4.0,4.0,3.0,4.0,4.0,9.0,0.0,1.0,3.0,3.0,10.0,2.0,1.0,Divided,955 sqft,1987,Driveway (1),36,69297,1,2547,8,33.0,24.0,12.0,19.0,13.0,24.0,28.0,18.0,19.0,11.0,30.0,53.0,17.0,70.0,30.0,16.0,39.0,18.0,11.0,13.0,3.0,51.0,13.0,31.0,5.0,0.0,32.0,20.0,25.0,9.0,15.0,59.0,41.0,30.0,45.0,25.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,195.0
902,Condo for sale,"10800, Avenue Millen, apt. 4409, Montréal (Ahuntsic-Cartierville), Neighbourhood Ahuntsic West","$349,900",45.5567082,-73.66829215,7.0,7.0,4.0,4.0,10.0,10.0,7.0,9.0,10.0,8.0,10.0,7.0,10.0,4.0,4.0,4.0,6.0,6.0,,1.0,Divided,808 sqft,2012,,79,134245,6,5545,10,49.0,23.0,9.0,11.0,9.0,41.0,27.0,13.0,12.0,7.0,34.0,46.0,20.0,39.0,61.0,37.0,33.0,14.0,6.0,6.0,4.0,9.0,5.0,73.0,13.0,0.0,36.0,16.0,20.0,10.0,17.0,59.0,41.0,65.0,10.0,25.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,"Adapted for reduced mobility, Elevator",,,,,,1.0,,,,,,,,,,,,196.0
903,Condo for sale,"5573, Place De Jumonville, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Cité-Jardin","$349,800",45.57384891,-73.55339583,6.0,8.0,4.0,7.0,8.0,8.0,5.0,6.0,7.0,7.0,7.0,6.0,9.0,2.0,4.0,4.0,5.0,4.0,2.0,1.0,Divided,956 sqft,1984,Garage (1),58,139590,4,8741,8,52.0,22.0,9.0,11.0,7.0,49.0,29.0,11.0,8.0,3.0,43.0,36.0,21.0,30.0,70.0,52.0,24.0,9.0,5.0,5.0,4.0,2.0,3.0,89.0,6.0,0.0,41.0,17.0,17.0,10.0,15.0,77.0,23.0,83.0,6.0,11.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,Fireplace - Other,,,,,,,,,,,197.0
904,Condo for sale,"2184, Rue Harmony, Montréal (Ville-Marie), Neighbourhood Central","$339,000",45.531165,-73.558038,10.0,4.0,7.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,7.0,10.0,10.0,9.0,5.0,3.0,1.0,Divided,781 sqft,1910,,84,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,198.0
905,Condo for sale,"6644, Rue De Normanville, Montréal (Rosemont/La Petite-Patrie), Neighbourhood La Petite-Patrie","$249,000",45.540134,-73.602702,10.0,4.0,7.0,8.0,9.0,10.0,10.0,8.0,10.0,10.0,9.0,10.0,8.0,6.0,9.0,8.0,9.0,4.0,,1.0,Undivided,598 sqft,1926,,85,139590,4,8741,8,52.0,22.0,9.0,11.0,7.0,49.0,29.0,11.0,8.0,3.0,43.0,36.0,21.0,30.0,70.0,52.0,24.0,9.0,5.0,5.0,4.0,2.0,3.0,89.0,6.0,0.0,41.0,17.0,17.0,10.0,15.0,77.0,23.0,83.0,6.0,11.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,1.0,,,,,,,,,,,,199.0
906,Condo for sale,"6642, Rue De Normanville, Montréal (Rosemont/La Petite-Patrie), Neighbourhood La Petite-Patrie","$249,000",45.540134,-73.602702,10.0,4.0,7.0,8.0,9.0,10.0,10.0,8.0,10.0,10.0,9.0,10.0,8.0,6.0,9.0,8.0,9.0,5.0,,1.0,Undivided,598 sqft,1926,,85,139590,4,8741,8,52.0,22.0,9.0,11.0,7.0,49.0,29.0,11.0,8.0,3.0,43.0,36.0,21.0,30.0,70.0,52.0,24.0,9.0,5.0,5.0,4.0,2.0,3.0,89.0,6.0,0.0,41.0,17.0,17.0,10.0,15.0,77.0,23.0,83.0,6.0,11.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,1.0,,,,,,,,,,,,200.0
907,Condo for sale,"720, boulevard Montpellier, apt. 310, Montréal (Saint-Laurent), Neighbourhood Others","$289,000",45.519004,-73.669226,9.0,8.0,4.0,7.0,7.0,9.0,4.0,6.0,6.0,8.0,7.0,6.0,9.0,2.0,3.0,2.0,5.0,5.0,2.0,1.0,Divided,951 sqft,1981,Garage (1),57,98828,5,2299,10,42.0,24.0,10.0,13.0,12.0,28.0,27.0,17.0,17.0,11.0,29.0,53.0,18.0,49.0,51.0,27.0,31.0,12.0,9.0,16.0,6.0,11.0,15.0,45.0,30.0,0.0,39.0,16.0,21.0,7.0,17.0,45.0,55.0,37.0,25.0,38.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,"Inground, Indoor",,,,,,,,,,,,,,,,,,,201.0
908,Condominium house for sale,"2057, Rue Lapierre, apt. 3, Montréal (LaSalle)","$739,000",45.43718849,-73.61606498,6.0,7.0,8.0,3.0,8.0,8.0,5.0,6.0,6.0,7.0,7.0,6.0,2.0,0.0,4.0,4.0,6.0,13.0,5.0,,Divided,,2016,Garage (2),55,76853,3,4675,10,48.0,25.0,10.0,11.0,6.0,36.0,30.0,15.0,12.0,6.0,34.0,43.0,23.0,40.0,60.0,25.0,50.0,10.0,7.0,4.0,3.0,4.0,8.0,85.0,4.0,0.0,25.0,17.0,26.0,12.0,20.0,63.0,37.0,42.0,36.0,22.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,3.0,,,,1.0,Semi-detached,"24,783 sqft",,,,,,,,,,,,,,202.0
909,Condo for sale,"1800, Rue Saint-Timothée, apt. 6, Montréal (Ville-Marie), Neighbourhood Village","$329,900",45.518821,-73.561762,9.0,4.0,7.0,7.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,8.0,7.0,10.0,10.0,10.0,6.0,2.0,1.0,Divided,656 sqft,1990,,94,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,203.0
910,Condo for sale,"4427, Rue Marquette, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$549,000",45.531833,-73.574155,9.0,3.0,7.0,8.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,7.0,10.0,10.0,10.0,5.0,2.0,1.0,Undivided,,1927,,93,104000,4,12855,8,52.0,20.0,8.0,11.0,8.0,52.0,30.0,10.0,6.0,2.0,52.0,32.0,16.0,28.0,72.0,57.0,23.0,7.0,5.0,5.0,2.0,1.0,2.0,82.0,16.0,0.0,57.0,14.0,16.0,5.0,8.0,73.0,27.0,67.0,23.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,Gas fireplace,916 sqft,,,,,,,,,,204.0
911,Condo for sale,"2365, Avenue Beaconsfield, apt. 305, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce","$325,000",45.466749,-73.621697,9.0,6.0,2.0,8.0,7.0,10.0,6.0,8.0,10.0,8.0,9.0,8.0,9.0,6.0,5.0,4.0,6.0,4.0,2.0,1.0,Divided,614 sqft,2015,,79,166011,1,7718,11,54.0,21.0,8.0,9.0,9.0,40.0,29.0,15.0,11.0,6.0,33.0,45.0,22.0,27.0,73.0,51.0,30.0,8.0,5.0,4.0,3.0,3.0,6.0,69.0,22.0,0.0,47.0,16.0,19.0,6.0,12.0,50.0,50.0,33.0,39.0,28.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,205.0
912,Condo for sale,"535, 24e Avenue (P.-a.-T.), Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Pointe-aux-Trembles","$259,000",45.6499715,-73.48902391,9.0,9.0,5.0,6.0,7.0,6.0,7.0,6.0,4.0,4.0,5.0,4.0,9.0,2.0,2.0,4.0,4.0,7.0,3.0,1.0,Divided,"1,089 sqft",2002,,11,106743,0,2515,7,38.0,25.0,12.0,17.0,8.0,28.0,32.0,17.0,15.0,8.0,34.0,43.0,23.0,64.0,36.0,13.0,28.0,31.0,14.0,11.0,3.0,26.0,24.0,47.0,3.0,0.0,16.0,17.0,25.0,18.0,24.0,76.0,24.0,71.0,16.0,13.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,Gas fireplace,,,,,,,,,,,206.0
913,Condo for sale,"5401, 15e Avenue, apt. 4, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Old Rosemont","$298,700",45.554232,-73.571726,10.0,5.0,8.0,8.0,9.0,10.0,8.0,10.0,10.0,9.0,8.0,9.0,9.0,4.0,7.0,6.0,6.0,4.0,,1.0,Divided,583 sqft,2008,,83,139590,4,8741,8,52.0,22.0,9.0,11.0,7.0,49.0,29.0,11.0,8.0,3.0,43.0,36.0,21.0,30.0,70.0,52.0,24.0,9.0,5.0,5.0,4.0,2.0,3.0,89.0,6.0,0.0,41.0,17.0,17.0,10.0,15.0,77.0,23.0,83.0,6.0,11.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,1.0,,,,,,,,,,,,207.0
914,Condo for sale,"20, Allée des Brises-du-Fleuve, apt. 802, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Verdun","$525,000",45.460805,-73.561182,8.0,8.0,9.0,6.0,10.0,9.0,7.0,8.0,9.0,7.0,8.0,7.0,5.0,5.0,4.0,3.0,6.0,4.0,2.0,1.0,Divided,898 sqft,1999,Garage (1),76,69229,5,7181,8,45.0,22.0,9.0,12.0,11.0,42.0,34.0,13.0,8.0,3.0,46.0,36.0,18.0,37.0,63.0,46.0,21.0,13.0,8.0,9.0,4.0,3.0,7.0,69.0,21.0,0.0,43.0,16.0,18.0,9.0,14.0,75.0,25.0,64.0,22.0,14.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Elevator,,,,,,,,,,,,,,,,,,208.0
915,Condo for sale,"5982, Rue La Fontaine, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Mercier","$369,700",45.569504,-73.525482,10.0,9.0,8.0,6.0,7.0,9.0,7.0,9.0,5.0,6.0,6.0,5.0,6.0,4.0,3.0,3.0,6.0,5.0,2.0,1.0,Divided,"1,015 sqft",2010,Driveway (1),38,136024,3,5347,9,52.0,24.0,9.0,11.0,5.0,45.0,32.0,12.0,8.0,4.0,42.0,35.0,23.0,34.0,66.0,43.0,31.0,10.0,5.0,7.0,4.0,5.0,5.0,86.0,4.0,0.0,29.0,17.0,21.0,14.0,20.0,79.0,21.0,85.0,5.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,209.0
916,Condo for sale,"288, Rue Ann, apt. 807, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$595,000",45.49530188,-73.55934202,10.0,4.0,3.0,5.0,9.0,10.0,9.0,8.0,10.0,10.0,10.0,10.0,3.0,7.0,10.0,9.0,10.0,5.0,,1.0,Divided,766 sqft,2013,Garage (2),84,80153,9,5070,8,50.0,22.0,9.0,11.0,7.0,46.0,32.0,11.0,7.0,4.0,44.0,32.0,24.0,35.0,65.0,43.0,18.0,11.0,5.0,10.0,13.0,2.0,7.0,71.0,20.0,0.0,38.0,16.0,19.0,9.0,18.0,74.0,26.0,59.0,26.0,15.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,"Heated, Inground, Indoor","Adapted for reduced mobility, Elevator",,,,,,1.0,Fireplace - Other,,,,,,,,,,,211.0
917,Condo for sale,"5215, Avenue Jeanne-d'Arc, apt. 201, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Old Rosemont","$399,000",45.557763,-73.566338,9.0,6.0,7.0,8.0,10.0,9.0,7.0,9.0,10.0,8.0,9.0,8.0,6.0,4.0,5.0,5.0,6.0,4.0,2.0,1.0,Divided,761 sqft,2013,Driveway (1),59,139590,4,8741,8,52.0,22.0,9.0,11.0,7.0,49.0,29.0,11.0,8.0,3.0,43.0,36.0,21.0,30.0,70.0,52.0,24.0,9.0,5.0,5.0,4.0,2.0,3.0,89.0,6.0,0.0,41.0,17.0,17.0,10.0,15.0,77.0,23.0,83.0,6.0,11.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,212.0
918,Condo for sale,"6900, boulevard Gouin Est, apt. 1904, Montréal (Montréal-Nord)","$409,000",45.628101,-73.619384,3.0,10.0,9.0,8.0,7.0,6.0,4.0,2.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,9.0,2.0,,Divided,"1,158 sqft",1982,Garage (1),27,84234,0,7637,12,59.0,24.0,7.0,7.0,2.0,37.0,28.0,15.0,12.0,9.0,28.0,42.0,30.0,28.0,72.0,28.0,52.0,11.0,4.0,3.0,2.0,8.0,5.0,77.0,10.0,0.0,15.0,13.0,23.0,18.0,31.0,58.0,42.0,67.0,8.0,25.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2.0,,Elevator,,,,,,,,,,,,,,,,,,213.0
919,Condo for sale,"1050, Rue Drummond, apt. 3305, Montréal (Ville-Marie), Neighbourhood Central West","$478,000",45.49658992,-73.57052364,7.0,5.0,0.0,3.0,10.0,10.0,4.0,9.0,10.0,10.0,10.0,10.0,8.0,7.0,10.0,10.0,10.0,5.0,,1.0,Divided,610 sqft,2017,,96,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,"Heated, Inground, Indoor",Elevator,,,,,,1.0,,,,,,,,,,,,214.0
920,Condo for sale,"2000, Avenue Claremont, apt. 105, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce","$425,000",45.47594895,-73.60295513,8.0,6.0,3.0,7.0,10.0,10.0,4.0,6.0,10.0,10.0,9.0,10.0,8.0,6.0,5.0,5.0,8.0,3.0,,1.0,Divided,680 sqft,2007,,88,166011,1,7718,11,54.0,21.0,8.0,9.0,9.0,40.0,29.0,15.0,11.0,6.0,33.0,45.0,22.0,27.0,73.0,51.0,30.0,8.0,5.0,4.0,3.0,3.0,6.0,69.0,22.0,0.0,47.0,16.0,19.0,6.0,12.0,50.0,50.0,33.0,39.0,28.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,"Adapted for reduced mobility, Elevator",,,,,,1.0,,,,,,,,,,,,215.0
921,Condo for sale,"11115, boulevard Cavendish, apt. 303, Montréal (Saint-Laurent), Neighbourhood Others","$349,000",45.500718,-73.702746,4.0,10.0,4.0,2.0,8.0,9.0,6.0,5.0,7.0,9.0,9.0,7.0,7.0,0.0,3.0,3.0,6.0,6.0,2.0,1.0,Divided,,1990,Garage (1),39,98828,5,2299,10,42.0,24.0,10.0,13.0,12.0,28.0,27.0,17.0,17.0,11.0,29.0,53.0,18.0,49.0,51.0,27.0,31.0,12.0,9.0,16.0,6.0,11.0,15.0,45.0,30.0,0.0,39.0,16.0,21.0,7.0,17.0,45.0,55.0,37.0,25.0,38.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,865 sqft,,,,,,,,,,216.0
