,title,address,price,lat,long,Elementary schools,Car friendly,Quiet,Greenery,Parks,Grocery stores,Cycling friendly,Daycares,Pedestrian friendly,Shopping,Transit friendly,Restaurants,High schools,Historic,Vibrancy,Nightlife,Coffee Shops,rooms,bedrooms,bathroom,Condominium type,Net area,Year built,Parking (total),walk_score,Population 2016 ,Population variation between 2011 2016 ,Population density ,Unemployment rate 2016 ,"Less than $50,000 (%)","Between $50,000 and $80,000 (%)","Between $80,000 and $100,000 (%)","Between $100,000 and $150,000 (%)","More than $150,000 (%)",1-person households (%),2-person households (%),3-person households (%),4-person households (%),5-person or more households (%),Couples without children at home (%),Couples with children at home (%),Single-parent families (%),Owners (%),Renters (%),Before 1960 (%),Between 1961 and 1980 (%),Between 1981 and 1990 (%),Between 1991 and 2000 (%),Between 2001 and 2010 (%),Between 2011 and 2016 (%),Single-family homes (%),Semi-detached or row houses (%),Buildings with less than 5 floors (%),Buildings with 5 or more floors (%),Mobile homes (%),University (%),College (%),Secondary (high) school (%),Apprentice or trade school diploma (%),No diploma (%),Non-immigrant population (%),Immigrant population (%),French (%),English (%),Others languages (%),url,bathrooms,Pool,Additional features,in basement,powder room,Building style,Lot area,bedroom in basement,bedroom,Fireplace/Stove,Gross area,Parking (excluded from the price),bedrooms in basement,powder rooms,room,< 15 years (%),15 to 24 years (%),25 to 44 years (%),45 to 64 years (%),> 65 years (%),Unnamed: 0
1144,Condo for sale,"7400, boulevard Saint-Laurent, apt. 414, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray","$539,000",45.535525,-73.621478,9.0,4.0,5.0,3.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,6.0,6.0,9.0,8.0,9.0,4.0,,1.0,Divided,836 sqft,"1922, Century",Garage (2),83,143853,1,8692,11,58.0,23.0,8.0,8.0,3.0,40.0,29.0,14.0,11.0,7.0,33.0,42.0,25.0,28.0,72.0,49.0,33.0,6.0,4.0,4.0,3.0,3.0,2.0,91.0,4.0,0.0,29.0,14.0,20.0,11.0,26.0,56.0,44.0,57.0,10.0,33.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Elevator,,,,,,1.0,,,,,,,,,,,,483.0
1145,Condo for sale,"6666, Avenue Fielding, apt. 605, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce","$219,900",45.46733373,-73.64315588,9.0,6.0,8.0,8.0,7.0,10.0,7.0,8.0,10.0,7.0,8.0,7.0,7.0,3.0,4.0,4.0,6.0,3.0,,1.0,Undivided,675 sqft,1962,,61,166011,1,7718,11,54.0,21.0,8.0,9.0,9.0,40.0,29.0,15.0,11.0,6.0,33.0,45.0,22.0,27.0,73.0,51.0,30.0,8.0,5.0,4.0,3.0,3.0,6.0,69.0,22.0,0.0,47.0,16.0,19.0,6.0,12.0,50.0,50.0,33.0,39.0,28.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Elevator,,,,,,1.0,,,,,,,,,,,,484.0
1146,Condominium house for sale,"9, boulevard Kirkland, apt. 116, Kirkland, Neighbourhood South West","$365,000",45.446935,-73.855196,3.0,10.0,8.0,7.0,7.0,5.0,4.0,4.0,5.0,6.0,4.0,6.0,6.0,0.0,2.0,2.0,6.0,10.0,2.0,1.0,Divided,,1975,Driveway (1),44,20151,5,2093,6,16.0,16.0,11.0,22.0,35.0,12.0,30.0,20.0,26.0,12.0,32.0,57.0,11.0,95.0,5.0,2.0,43.0,32.0,14.0,9.0,1.0,86.0,10.0,1.0,3.0,0.0,43.0,22.0,20.0,6.0,9.0,71.0,29.0,17.0,67.0,16.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,Inground,,,1.0,Attached,,,,,,,,,,,,,,,485.0
1147,Condo for sale,"6725, boulevard Saint-Laurent, apt. 201, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Little Italy","$418,000",45.532235,-73.612396,10.0,5.0,0.0,5.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,10.0,5.0,6.0,9.0,10.0,10.0,4.0,2.0,1.0,Undivided,"1,075 sqft",Unknown age,Garage (1),93,139590,4,8741,8,52.0,22.0,9.0,11.0,7.0,49.0,29.0,11.0,8.0,3.0,43.0,36.0,21.0,30.0,70.0,52.0,24.0,9.0,5.0,5.0,4.0,2.0,3.0,89.0,6.0,0.0,41.0,17.0,17.0,10.0,15.0,77.0,23.0,83.0,6.0,11.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Elevator,,,,,,,,,,,,,,,,,,486.0
1148,Condo for sale,"2080, boulevard Saint-Joseph, apt. 201, Montréal (Lachine), Neighbourhood East","$659,000",45.433492,-73.683158,8.0,9.0,8.0,5.0,10.0,8.0,8.0,9.0,6.0,5.0,4.0,5.0,9.0,5.0,3.0,4.0,6.0,6.0,3.0,,Divided,"1,849 sqft",2003,"Driveway (1), Garage (1)",54,44489,7,2498,9,48.0,22.0,10.0,12.0,9.0,40.0,29.0,14.0,11.0,5.0,35.0,41.0,24.0,43.0,57.0,44.0,27.0,9.0,7.0,7.0,6.0,15.0,10.0,70.0,6.0,0.0,27.0,16.0,23.0,13.0,21.0,77.0,23.0,59.0,30.0,11.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2.0,Inground,Elevator,,,,,,,Gas fireplace,,,,,,,,,,,487.0
1149,Condo for sale,"5875, boulevard Couture, apt. 102, Montréal (Saint-Léonard)","$264,900",45.598488,-73.608652,8.0,7.0,6.0,6.0,7.0,8.0,5.0,10.0,8.0,7.0,7.0,7.0,2.0,0.0,4.0,4.0,6.0,6.0,2.0,1.0,Divided,926 sqft,1998,Driveway (1),52,78305,3,5813,11,48.0,27.0,9.0,10.0,5.0,30.0,29.0,16.0,15.0,9.0,30.0,49.0,21.0,35.0,65.0,14.0,64.0,8.0,5.0,6.0,2.0,6.0,3.0,83.0,8.0,0.0,22.0,16.0,23.0,14.0,26.0,51.0,49.0,44.0,22.0,34.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,488.0
1150,Condo for sale,"7600, 18e Avenue, apt. 1, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Saint-Michel","$199,000",45.565978,-73.598967,10.0,5.0,7.0,4.0,10.0,10.0,5.0,10.0,10.0,9.0,9.0,8.0,10.0,2.0,5.0,5.0,6.0,5.0,,1.0,Divided,605 sqft,2010,,70,143853,1,8692,11,58.0,23.0,8.0,8.0,3.0,40.0,29.0,14.0,11.0,7.0,33.0,42.0,25.0,28.0,72.0,49.0,33.0,6.0,4.0,4.0,3.0,3.0,2.0,91.0,4.0,0.0,29.0,14.0,20.0,11.0,26.0,56.0,44.0,57.0,10.0,33.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,1.0,,,,,,,,,,,,489.0
1151,Condo for sale,"1000, Rue de la Commune Est, apt. 507, Montréal (Ville-Marie), Neighbourhood Old Montréal","$699,000",45.51422,-73.547465,2.0,8.0,0.0,4.0,9.0,8.0,7.0,5.0,6.0,10.0,9.0,10.0,2.0,3.0,8.0,8.0,9.0,9.0,2.0,,Divided,"1,428 sqft","1920, Historic",Garage (1),51,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2.0,"Heated, Indoor","Located on a fleuve (river), Adapted for reduced mobility",,,,,,,,,,,,,,,,,,490.0
1152,Condo for sale,"7592, Avenue Casgrain, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray","$899,000",45.537689,-73.62307,9.0,4.0,7.0,8.0,10.0,9.0,10.0,8.0,10.0,10.0,9.0,10.0,7.0,6.0,8.0,9.0,8.0,7.0,3.0,,Divided,"1,386 sqft",1925,,82,143853,1,8692,11,58.0,23.0,8.0,8.0,3.0,40.0,29.0,14.0,11.0,7.0,33.0,42.0,25.0,28.0,72.0,49.0,33.0,6.0,4.0,4.0,3.0,3.0,2.0,91.0,4.0,0.0,29.0,14.0,20.0,11.0,26.0,56.0,44.0,57.0,10.0,33.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2.0,,,(1,,,,,,,,,,,,,,,,,491.0
1153,Condo for sale,"4885, boulevard Henri-Bourassa Ouest, apt. 330, Montréal (Saint-Laurent), Neighbourhood New Saint-Laurent/Bois-Franc","$270,000",45.52282538,-73.70712178,10.0,8.0,3.0,3.0,8.0,9.0,4.0,10.0,8.0,7.0,9.0,6.0,8.0,2.0,3.0,3.0,6.0,7.0,,1.0,Divided,643 sqft,2010,Garage (1),54,98828,5,2299,10,42.0,24.0,10.0,13.0,12.0,28.0,27.0,17.0,17.0,11.0,29.0,53.0,18.0,49.0,51.0,27.0,31.0,12.0,9.0,16.0,6.0,11.0,15.0,45.0,30.0,0.0,39.0,16.0,21.0,7.0,17.0,45.0,55.0,37.0,25.0,38.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,1.0,,,,,,,,,,,,492.0
1154,Condo for sale,"2097, Rue Viau, apt. 202, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve","$449,900",45.559906,-73.536424,9.0,9.0,6.0,5.0,8.0,8.0,10.0,6.0,8.0,7.0,8.0,6.0,6.0,5.0,4.0,3.0,5.0,4.0,2.0,1.0,Divided,"1,322 sqft",1906,Garage (1),53,136024,3,5347,9,52.0,24.0,9.0,11.0,5.0,45.0,32.0,12.0,8.0,4.0,42.0,35.0,23.0,34.0,66.0,43.0,31.0,10.0,5.0,7.0,4.0,5.0,5.0,86.0,4.0,0.0,29.0,17.0,21.0,14.0,20.0,79.0,21.0,85.0,5.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,"Adapted for reduced mobility, Elevator",,,,,,,,,,,,,,,,,,493.0
1155,Condo for sale,"926, Avenue Sainte-Croix, apt. 203, Montréal (Saint-Laurent), Neighbourhood Old Saint-Laurent","$270,000",45.515084,-73.678496,9.0,9.0,3.0,6.0,8.0,10.0,5.0,9.0,10.0,9.0,10.0,8.0,9.0,4.0,4.0,4.0,6.0,6.0,2.0,1.0,Divided,759 sqft,2010,Garage (1),81,98828,5,2299,10,42.0,24.0,10.0,13.0,12.0,28.0,27.0,17.0,17.0,11.0,29.0,53.0,18.0,49.0,51.0,27.0,31.0,12.0,9.0,16.0,6.0,11.0,15.0,45.0,30.0,0.0,39.0,16.0,21.0,7.0,17.0,45.0,55.0,37.0,25.0,38.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Elevator,,,,,,,,,,,,,,,,,,495.0
1156,Condo for sale,"1800, boulevard René-Lévesque Ouest, apt. 1010, Montréal (Ville-Marie), Neighbourhood Central West","$733,000",45.491055,-73.576818,9.0,5.0,0.0,7.0,10.0,10.0,4.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,4.0,2.0,,Divided,829 sqft,2018,Garage (1),87,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2.0,,,,,,,,,,,,,,,,,,,,496.0
1157,Condo for sale,"2110, Rue Caroline-Béique, apt. 103, Montréal (Ahuntsic-Cartierville), Neighbourhood Nouveau Bordeaux","$212,000",45.533671,-73.673317,10.0,7.0,3.0,4.0,9.0,9.0,3.0,8.0,8.0,8.0,8.0,7.0,5.0,0.0,4.0,3.0,5.0,5.0,,1.0,Divided,625 sqft,2011,,51,134245,6,5545,10,49.0,23.0,9.0,11.0,9.0,41.0,27.0,13.0,12.0,7.0,34.0,46.0,20.0,39.0,61.0,37.0,33.0,14.0,6.0,6.0,4.0,9.0,5.0,73.0,13.0,0.0,36.0,16.0,20.0,10.0,17.0,59.0,41.0,65.0,10.0,25.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,1.0,,,,,,,,,,,,497.0
1158,Condo for sale,"4540, Rue Saint-Dominique, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$375,000",45.520858,-73.586798,10.0,2.0,7.0,6.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,9.0,7.0,10.0,10.0,10.0,3.0,,1.0,Divided,751 sqft,2001,,97,104000,4,12855,8,52.0,20.0,8.0,11.0,8.0,52.0,30.0,10.0,6.0,2.0,52.0,32.0,16.0,28.0,72.0,57.0,23.0,7.0,5.0,5.0,2.0,1.0,2.0,82.0,16.0,0.0,57.0,14.0,16.0,5.0,8.0,73.0,27.0,67.0,23.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,1.0,,,,,,,,,,,,499.0
1159,Condo for sale,"5780, Rue Sherbrooke Est, apt. 304, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Mercier","$399,500",45.574366,-73.54794,8.0,7.0,1.0,6.0,7.0,9.0,6.0,9.0,8.0,8.0,9.0,7.0,9.0,4.0,4.0,4.0,6.0,6.0,2.0,,Divided,842 sqft,2017,Garage (1),74,136024,3,5347,9,52.0,24.0,9.0,11.0,5.0,45.0,32.0,12.0,8.0,4.0,42.0,35.0,23.0,34.0,66.0,43.0,31.0,10.0,5.0,7.0,4.0,5.0,5.0,86.0,4.0,0.0,29.0,17.0,21.0,14.0,20.0,79.0,21.0,85.0,5.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2.0,,Elevator,,,,,,,,,,,,,,,,,,500.0
1160,Condo for sale,"190, Rue Murray, apt. PH11, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$1,426,397",45.492463,-73.559196,8.0,5.0,0.0,4.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,10.0,3.0,5.0,9.0,9.0,10.0,9.0,2.0,,Divided,"1,658 sqft","2015, New",Garage (2),77,80153,9,5070,8,50.0,22.0,9.0,11.0,7.0,46.0,32.0,11.0,7.0,4.0,44.0,32.0,24.0,35.0,65.0,43.0,18.0,11.0,5.0,10.0,13.0,2.0,7.0,71.0,20.0,0.0,38.0,16.0,19.0,9.0,18.0,74.0,26.0,59.0,26.0,15.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2.0,Inground,,(1,,,,,,Gas fireplace,,,,,,,,,,,503.0
1161,Condo for sale,"1420, boulevard Mont-Royal, apt. 628, Montréal (Outremont)","$923,145",45.511185,-73.607079,9.0,6.0,9.0,9.0,10.0,7.0,5.0,5.0,9.0,10.0,9.0,10.0,9.0,4.0,7.0,7.0,8.0,7.0,,1.0,Divided,,"To be built, New",,40,23954,2,6254,6,29.0,19.0,9.0,15.0,27.0,33.0,30.0,14.0,13.0,10.0,34.0,50.0,16.0,54.0,46.0,73.0,16.0,4.0,4.0,2.0,1.0,8.0,14.0,59.0,19.0,0.0,59.0,14.0,15.0,3.0,10.0,74.0,26.0,61.0,19.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,1.0,,934 sqft,,,,,,,,,,504.0
1162,Condo for sale,"288, Rue Richmond, apt. 458, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$412,000",45.48769209,-73.56558312,9.0,5.0,7.0,6.0,10.0,8.0,9.0,8.0,10.0,10.0,9.0,10.0,5.0,6.0,8.0,8.0,9.0,5.0,2.0,1.0,Divided,,"Under construction, New",Garage (1),74,80153,9,5070,8,50.0,22.0,9.0,11.0,7.0,46.0,32.0,11.0,7.0,4.0,44.0,32.0,24.0,35.0,65.0,43.0,18.0,11.0,5.0,10.0,13.0,2.0,7.0,71.0,20.0,0.0,38.0,16.0,19.0,9.0,18.0,74.0,26.0,59.0,26.0,15.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,655 sqft,"Garage (1 - $49,000)",,,,,,,,,505.0
1163,Condo for sale,"1420, boulevard Mont-Royal, apt. 211, Montréal (Outremont)","$1,676,949",45.51138048,-73.60699317,9.0,6.0,9.0,9.0,10.0,7.0,5.0,5.0,9.0,10.0,9.0,10.0,9.0,4.0,7.0,7.0,8.0,7.0,2.0,,Divided,,"To be built, New",,40,23954,2,6254,6,29.0,19.0,9.0,15.0,27.0,33.0,30.0,14.0,13.0,10.0,34.0,50.0,16.0,54.0,46.0,73.0,16.0,4.0,4.0,2.0,1.0,8.0,14.0,59.0,19.0,0.0,59.0,14.0,15.0,3.0,10.0,74.0,26.0,61.0,19.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2.0,,,,1.0,,,,,,"1,688 sqft",,,,,,,,,,506.0
1164,Condo for sale,"6100, Chemin Deacon, apt. PH16L, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges","$2,849,000",45.511921,-73.620319,10.0,4.0,5.0,9.0,10.0,9.0,5.0,10.0,10.0,10.0,9.0,9.0,10.0,4.0,5.0,5.0,7.0,12.0,5.0,,Divided,"3,002 sqft",1986,Garage (4),56,166011,1,7718,11,54.0,21.0,8.0,9.0,9.0,40.0,29.0,15.0,11.0,6.0,33.0,45.0,22.0,27.0,73.0,51.0,30.0,8.0,5.0,4.0,3.0,3.0,6.0,69.0,22.0,0.0,47.0,16.0,19.0,6.0,12.0,50.0,50.0,33.0,39.0,28.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2.0,,Elevator,,1.0,,,,,Fireplace - Other,,,,,,,,,,,509.0
1165,Condo for sale,"1420, boulevard Mont-Royal, apt. 475, Montréal (Outremont)","$1,222,715",45.51148574,-73.6069288,9.0,6.0,9.0,9.0,10.0,7.0,5.0,5.0,9.0,10.0,9.0,10.0,9.0,4.0,7.0,7.0,8.0,7.0,2.0,,Divided,,"To be built, New",,40,23954,2,6254,6,29.0,19.0,9.0,15.0,27.0,33.0,30.0,14.0,13.0,10.0,34.0,50.0,16.0,54.0,46.0,73.0,16.0,4.0,4.0,2.0,1.0,8.0,14.0,59.0,19.0,0.0,59.0,14.0,15.0,3.0,10.0,74.0,26.0,61.0,19.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2.0,,,,,,,,,,"1,217 sqft",,,,,,,,,,510.0
1166,Condo for sale,"4405, Avenue Coloniale, apt. 4, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$389,500",45.52046269,-73.58391381,10.0,2.0,8.0,5.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,9.0,7.0,10.0,10.0,10.0,5.0,2.0,1.0,Divided,770 sqft,1994,Driveway (1),97,104000,4,12855,8,52.0,20.0,8.0,11.0,8.0,52.0,30.0,10.0,6.0,2.0,52.0,32.0,16.0,28.0,72.0,57.0,23.0,7.0,5.0,5.0,2.0,1.0,2.0,82.0,16.0,0.0,57.0,14.0,16.0,5.0,8.0,73.0,27.0,67.0,23.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,511.0
1167,Condo for sale,"17, Rue Gabrielle-Roy, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs","$679,000",45.4658,-73.53873,4.0,9.0,8.0,8.0,7.0,9.0,8.0,6.0,5.0,5.0,6.0,5.0,1.0,0.0,2.0,2.0,6.0,7.0,3.0,1.0,Divided,"1,378 sqft",1984,"Driveway (1), Garage (1)",55,69229,5,7181,8,45.0,22.0,9.0,12.0,11.0,42.0,34.0,13.0,8.0,3.0,46.0,36.0,18.0,37.0,63.0,46.0,21.0,13.0,8.0,9.0,4.0,3.0,7.0,69.0,21.0,0.0,43.0,16.0,18.0,9.0,14.0,75.0,25.0,64.0,22.0,14.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,(1,1.0,,,,,Wood fireplace,,,,,,,,,,,512.0
1168,Condo for sale,"1420, boulevard Mont-Royal, apt. 372, Montréal (Outremont)","$975,781",45.511185,-73.607079,9.0,6.0,9.0,9.0,10.0,7.0,5.0,5.0,9.0,10.0,9.0,10.0,9.0,4.0,7.0,7.0,8.0,7.0,,1.0,Divided,,"To be built, New",,40,23954,2,6254,6,29.0,19.0,9.0,15.0,27.0,33.0,30.0,14.0,13.0,10.0,34.0,50.0,16.0,54.0,46.0,73.0,16.0,4.0,4.0,2.0,1.0,8.0,14.0,59.0,19.0,0.0,59.0,14.0,15.0,3.0,10.0,74.0,26.0,61.0,19.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,1.0,,,,1.0,,952 sqft,,,,,,,,,,513.0
1169,Condo for sale,"301, Chemin du Club-Marin, apt. PH1.05, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs","$1,395,000",45.45957,-73.555999,3.0,9.0,10.0,8.0,9.0,8.0,7.0,5.0,4.0,4.0,4.0,4.0,1.0,0.0,2.0,1.0,2.0,6.0,3.0,,Divided,"1,928 sqft",2001,Garage (3),19,69229,5,7181,8,45.0,22.0,9.0,12.0,11.0,42.0,34.0,13.0,8.0,3.0,46.0,36.0,18.0,37.0,63.0,46.0,21.0,13.0,8.0,9.0,4.0,3.0,7.0,69.0,21.0,0.0,43.0,16.0,18.0,9.0,14.0,75.0,25.0,64.0,22.0,14.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2.0,"Heated, Inground, Indoor","Located on a fleuve (river), Elevator",,1.0,,,,,,,,,,,,,,,,514.0
1170,Condo for sale,"3558, Avenue Coloniale, apt. 102, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$469,000",45.5144166,-73.57074778,9.0,3.0,2.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,7.0,10.0,10.0,10.0,6.0,,1.0,Divided,810 sqft,2007,Garage (1),94,104000,4,12855,8,52.0,20.0,8.0,11.0,8.0,52.0,30.0,10.0,6.0,2.0,52.0,32.0,16.0,28.0,72.0,57.0,23.0,7.0,5.0,5.0,2.0,1.0,2.0,82.0,16.0,0.0,57.0,14.0,16.0,5.0,8.0,73.0,27.0,67.0,23.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,"Adapted for reduced mobility, Elevator",,,,,,1.0,,,,,,,,,,,,518.0
1171,Condo for sale,"1325, Rue Montcalm, apt. 301, Montréal (Ville-Marie), Neighbourhood Village","$549,500",45.51832907,-73.55592793,7.0,4.0,2.0,5.0,10.0,10.0,10.0,6.0,10.0,10.0,10.0,10.0,4.0,7.0,10.0,10.0,10.0,4.0,,1.0,Divided,955 sqft,2013,Garage (1),91,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,1.0,,,,1.0,,,,,,,,,,,,519.0
