,index,title,address,price,lat,long,restaurants,shopping,vibrant,cycling_friendly,car_friendly,historic,quiet,elementary_schools,high_schools,parks,nightlife,groceries,daycares,pedestrian_friendly,cafes,transit_friendly,greenery,year_built,population_2016_,population_variation_between_2011_2016_,population_density_,unemployment_rate_2016_,"less_than_$50,000_(%)","between_$50,000_and_$80,000_(%)","between_$80,000_and_$100,000_(%)","between_$100,000_and_$150,000_(%)","more_than_$150,000_(%)",1-person_households_(%),2-person_households_(%),3-person_households_(%),4-person_households_(%),5-person_or_more_households_(%),couples_without_children_at_home_(%),couples_with_children_at_home_(%),single-parent_families_(%),owners_(%),renters_(%),before_1960_(%),between_1961_and_1980_(%),between_1981_and_1990_(%),between_1991_and_2000_(%),between_2001_and_2010_(%),between_2011_and_2016_(%),single-family_homes_(%),semi-detached_or_row_houses_(%),buildings_with_less_than_5_floors_(%),buildings_with_5_or_more_floors_(%),mobile_homes_(%),university_(%),college_(%),secondary_(high)_school_(%),apprentice_or_trade_school_diploma_(%),no_diploma_(%),non-immigrant_population_(%),immigrant_population_(%),french_(%),english_(%),others_languages_(%),walk_score,rooms,bedrooms,basement_bedroom,bathrooms,powder_rooms,total_area,new_area_from_price,new_area_from_rooms,river_proximity,has_pool,n_parking,has_garage,mr_distance
1964,3583,Condo for sale,"55, 2e Avenue, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Verdun",549000,45.45787656,-73.56424283,8.0,8.0,5.0,8.0,6.0,6.0,7.0,9.0,3.0,10,4.0,10.0,8.0,10.0,6.0,9.0,6.0,1925.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,81.0,5.0,3.0,False,1.0,0.0,1000.0,1000.0,1000.0,False,False,0.0,False,5.823391270901976
1965,3586,Condo for sale,"1281, Rue Saint-Christophe, apt. 400, Montréal (Ville-Marie), Neighbourhood Village",725000,45.515799,-73.557969,10.0,10.0,10.0,9.0,4.0,7.0,3.0,5.0,6.0,10,10.0,10.0,10.0,10.0,10.0,10.0,4.0,2011.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,94.0,8.0,2.0,False,1.0,0.0,1314.0,1314.0,1314.0,False,False,0.0,False,3.368030308293485
1966,3587,Condo for sale,"299, Rue de la Rotonde, apt. 1505, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",449000,45.47259125,-73.53705308,6.0,6.0,3.0,6.0,10.0,0.0,8.0,1.0,3.0,8,4.0,7.0,4.0,6.0,4.0,7.0,2.0,2014.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,35.0,6.0,2.0,False,1.0,0.0,676.0,676.0,676.0,True,True,1.0,True,5.939969119492992
1967,3588,Condo for sale,"1070A, Rue Melatti, Montréal (LaSalle)",249000,45.432524,-73.609972,5.0,6.0,3.0,6.0,7.0,0.0,9.0,6.0,5.0,8,3.0,8.0,8.0,6.0,5.0,5.0,4.0,1994.0,76853,3,4675,10,48,25,10,11,6,36,30,15,12,6,34,43,23,40,60,25,50,10,7,4,3,4,8,85,4,0,25,17,26,12,20,63,37,42.0,36.0,22.0,38.0,3.0,1.0,False,1.0,0.0,739.0,739.0,739.0,False,False,0.0,False,8.06299401910587
1968,3590,Condo for sale,"1070, Rue Saint-Timothée, Montréal (Ville-Marie), Neighbourhood Central",349000,45.51566832,-73.55445197,10.0,10.0,10.0,9.0,4.0,7.0,2.0,5.0,4.0,10,10.0,9.0,9.0,10.0,10.0,10.0,4.0,1991.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,88.0,5.0,1.0,False,1.0,0.0,550.0,550.0,550.0,False,False,1.0,True,3.618958791109918
1969,3591,Condo for sale,"100, Rue André-Prévost, apt. 2005, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",555000,45.447286,-73.56049,2.0,3.0,1.0,5.0,10.0,0.0,10.0,3.0,0.0,6,0.0,1.0,1.0,3.0,1.0,2.0,6.0,2013.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,9.0,4.0,1.0,False,1.0,0.0,863.0,863.0,863.0,False,True,1.0,True,7.011122057626114
1970,3593,Condo for sale,"4950, boulevard de l'Assomption, apt. 104, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Cité-Jardin",399000,45.57031473,-73.55493246,7.0,7.0,4.0,6.0,10.0,0.0,4.0,7.0,10.0,10,3.0,9.0,5.0,8.0,6.0,9.0,7.0,2013.0,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,48.0,7.0,1.0,False,1.0,0.0,785.0,785.0,785.0,False,True,2.0,True,8.047999857487481
1971,3594,Condo for sale,"38, Rue McGill, apt. 52, Montréal (Ville-Marie), Neighbourhood Old Montréal",725000,45.49880892,-73.5536613,10.0,10.0,9.0,8.0,7.0,9.0,0.0,7.0,3.0,10,10.0,10.0,6.0,10.0,10.0,9.0,3.0,2003.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,89.0,6.0,3.0,False,2.0,0.0,1223.0,1223.0,1223.0,False,False,1.0,True,3.5221308308026775
1972,3595,Loft / Studio for sale,"436, Rue Sainte-Hélène, apt. 106, Montréal (Ville-Marie), Neighbourhood Old Montréal",498000,45.501104,-73.558062,10.0,10.0,10.0,6.0,5.0,10.0,5.0,9.0,3.0,9,10.0,10.0,6.0,10.0,10.0,10.0,3.0,1860.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,91.0,6.0,1.0,False,1.0,0.0,693.0,693.0,693.0,False,False,0.0,False,3.1441505785858452
1973,3597,Condo for sale,"1000, Rue Ottawa, apt. 207, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",344900,45.49478063,-73.55877234,10.0,10.0,10.0,10.0,5.0,7.0,4.0,9.0,3.0,9,9.0,10.0,9.0,10.0,10.0,10.0,3.0,2014.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,83.0,4.0,1.0,False,1.0,0.0,392.0,392.0,392.0,False,True,1.0,True,3.252478804405639
1974,3598,Condo for sale,"2005, Rue Lambert-Closse, apt. 2, Montréal (Ville-Marie), Neighbourhood Central West",689000,45.491107,-73.58493,10.0,10.0,10.0,4.0,4.0,7.0,5.0,10.0,10.0,10,10.0,10.0,9.0,10.0,10.0,10.0,7.0,1915.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,95.0,6.0,3.0,False,1.0,0.0,1277.0,1277.0,1277.0,False,False,0.0,False,1.8141196951024692
1975,3599,Condo for sale,"6150, Avenue du Boisé, apt. 10C, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges",569000,45.510421,-73.622704,9.0,10.0,5.0,6.0,6.0,3.0,6.0,9.0,10.0,10,5.0,10.0,8.0,10.0,7.0,8.0,7.0,1985.0,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,60.0,6.0,1.0,False,1.0,0.0,1029.0,1029.0,1029.0,False,False,1.0,True,2.024867419879916
1976,3600,Condo for sale,"5333, Rue de Bordeaux, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",299000,45.538573,-73.58197,10.0,10.0,9.0,10.0,4.0,6.0,7.0,9.0,7.0,10,9.0,10.0,6.0,10.0,9.0,9.0,8.0,2015.0,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,74.0,3.0,1.0,True,1.0,0.0,553.0,553.0,553.0,False,False,0.0,False,3.985794169345522
1977,3606,Condo for sale,"475, Avenue J.-Alphonse-Lachance, Montréal (Lachine), Neighbourhood Saint-Pierre",457000,45.44803773,-73.65481692,5.0,5.0,2.0,4.0,10.0,3.0,6.0,5.0,3.0,7,2.0,5.0,2.0,3.0,2.0,4.0,3.0,2012.0,44489,7,2498,9,48,22,10,12,9,40,29,14,11,5,35,41,24,43,57,44,27,9,7,7,6,15,10,70,6,0,27,16,23,13,21,77,23,59.0,30.0,11.0,25.0,9.0,3.0,False,2.0,0.0,1375.0,1375.0,1375.0,False,False,2.0,True,7.6844212440320785
1978,3607,Condo for sale,"2971, Avenue Ernest-Hemingway, apt. 101, Montréal (Saint-Laurent), Neighbourhood New Saint-Laurent/Bois-Franc",469900,45.50847,-73.715648,5.0,7.0,2.0,7.0,8.0,0.0,9.0,7.0,4.0,9,1.0,7.0,5.0,6.0,5.0,6.0,3.0,2007.0,98828,5,2299,10,42,24,10,13,12,28,27,17,17,11,29,53,18,49,51,27,31,12,9,16,6,11,15,45,30,0,39,16,21,7,17,45,55,37.0,25.0,38.0,33.0,5.0,3.0,False,1.0,0.0,1031.0,1031.0,1031.0,False,False,6.0,True,9.17035924198312
1979,3611,Condo for sale,"64, Rue Saint-Paul Ouest, apt. 302, Montréal (Ville-Marie), Neighbourhood Old Montréal",559900,45.5045,-73.554303,10.0,10.0,10.0,7.0,5.0,10.0,2.0,6.0,3.0,10,10.0,10.0,6.0,10.0,10.0,10.0,3.0,1876.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,90.0,4.0,1.0,False,1.0,0.0,957.0,957.0,957.0,False,False,0.0,False,3.413474080587409
1980,3613,Condo for sale,"1225, Rue Notre-Dame Ouest, apt. 725, Montréal (Ville-Marie), Neighbourhood Central",388000,45.49380917,-73.56412158,10.0,10.0,10.0,9.0,5.0,6.0,6.0,10.0,5.0,10,10.0,10.0,10.0,10.0,10.0,10.0,3.0,2005.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,87.0,6.0,1.0,False,1.0,0.0,536.0,536.0,536.0,False,False,1.0,True,2.905695283491305
1981,3614,Condo for sale,"3458, Rue Hochelaga, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve",275000,45.545585,-73.551889,9.0,8.0,8.0,8.0,5.0,6.0,6.0,9.0,6.0,10,7.0,10.0,10.0,10.0,6.0,9.0,8.0,1910.0,136024,3,5347,9,52,24,9,11,5,45,32,12,8,4,42,35,23,34,66,43,31,10,5,7,4,5,5,86,4,0,29,17,21,14,20,79,21,85.0,5.0,10.0,74.0,4.0,2.0,False,1.0,0.0,640.0,640.0,640.0,False,False,1.0,False,5.811610689074211
1982,3615,Condo for sale,"199, Rue de la Rotonde, apt. 1702, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",598000,45.47341092,-73.53835964,6.0,6.0,3.0,6.0,10.0,0.0,8.0,1.0,3.0,8,4.0,7.0,4.0,6.0,4.0,7.0,2.0,2012.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,29.0,5.0,2.0,False,2.0,0.0,917.0,917.0,917.0,True,True,1.0,True,5.803812009070413
1983,3616,Condo for sale,"1188, Avenue Union, apt. 701, Montréal (Ville-Marie), Neighbourhood Central West",499990,45.503068,-73.567821,10.0,10.0,10.0,5.0,5.0,6.0,0.0,8.0,8.0,10,10.0,10.0,9.0,10.0,10.0,10.0,2.0,2018.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,98.0,5.0,1.0,False,1.0,0.0,625.0,625.0,625.0,False,False,1.0,True,2.3658238122834585
1984,3618,Condo for sale,"1709, Rue Saint-Patrick, apt. 504, Montréal (Le Sud-Ouest), Neighbourhood Pointe-Saint-Charles",879000,45.486087,-73.563451,10.0,10.0,7.0,10.0,7.0,6.0,5.0,9.0,6.0,10,7.0,8.0,8.0,10.0,8.0,9.0,5.0,2003.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,66.0,7.0,1.0,False,1.0,1.0,1246.0,1246.0,1246.0,False,True,1.0,True,3.3931317487613133
1985,3619,Condo for sale,"1060, Avenue Bernard, apt. 4, Montréal (Outremont)",399000,45.521852,-73.60664,10.0,10.0,10.0,9.0,2.0,7.0,8.0,9.0,9.0,10,8.0,9.0,8.0,10.0,10.0,9.0,9.0,1926.0,23954,2,6254,6,29,19,9,15,27,33,30,14,13,10,34,50,16,54,46,73,16,4,4,2,1,8,14,59,19,0,59,14,15,3,10,74,26,61.0,19.0,20.0,94.0,4.0,2.0,False,1.0,0.0,778.0,778.0,778.0,False,False,0.0,False,2.03488557554375
1986,3621,Condo for sale,"150, Chemin de la Pointe-Sud, apt. 401, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",599000,45.44824643,-73.55330497,2.0,3.0,1.0,6.0,10.0,0.0,9.0,7.0,0.0,8,0.0,2.0,4.0,3.0,1.0,5.0,3.0,2008.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,10.0,7.0,2.0,False,2.0,0.0,1062.0,1062.0,1062.0,True,True,1.0,True,7.169848426512779
1987,3623,Condo for sale,"11, Rue O'Reilly, apt. 1406, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",899000,45.46277375,-73.54126825,4.0,4.0,2.0,8.0,9.0,0.0,10.0,6.0,1.0,8,1.0,7.0,4.0,5.0,5.0,5.0,8.0,1991.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,56.0,10.0,3.0,False,2.0,0.0,1907.0,1907.0,1907.0,True,True,1.0,True,6.420217687061723
1988,3625,Condo for sale,"9276, Rue Centrale, apt. 101, Montréal (LaSalle)",425000,45.417212,-73.642022,5.0,5.0,2.0,7.0,9.0,0.0,9.0,8.0,10.0,10,3.0,7.0,9.0,5.0,5.0,5.0,6.0,2002.0,76853,3,4675,10,48,25,10,11,6,36,30,15,12,6,34,43,23,40,60,25,50,10,7,4,3,4,8,85,4,0,25,17,26,12,20,63,37,42.0,36.0,22.0,20.0,5.0,2.0,False,1.0,0.0,973.0,973.0,973.0,True,False,1.0,False,10.298612850600772
1989,3626,Condo for sale,"8367, Rue Saint-Denis, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray",649000,45.544003,-73.633391,9.0,10.0,7.0,8.0,7.0,5.0,2.0,10.0,9.0,9,6.0,10.0,10.0,10.0,7.0,9.0,6.0,1927.0,143853,1,8692,11,58,23,8,8,3,40,29,14,11,7,33,42,25,28,72,49,33,6,4,4,3,3,2,91,4,0,29,14,20,11,26,56,44,57.0,10.0,33.0,81.0,7.0,3.0,False,1.0,0.0,2025.0,2025.0,2025.0,False,False,1.0,False,5.176455005187425
1990,3628,Condo for sale,"795, Rue Muir, apt. 306, Montréal (Saint-Laurent), Neighbourhood Others",767000,45.522132,-73.66932,7.0,8.0,4.0,4.0,8.0,2.0,2.0,8.0,8.0,9,2.0,9.0,8.0,7.0,6.0,9.0,7.0,1990.0,98828,5,2299,10,42,24,10,13,12,28,27,17,17,11,29,53,18,49,51,27,31,12,9,16,6,11,15,45,30,0,39,16,21,7,17,45,55,37.0,25.0,38.0,55.0,11.0,3.0,False,2.0,0.0,2136.0,2136.0,2136.0,False,False,0.0,False,5.883148835753045
1991,3631,Condo for sale,"5265, Avenue de Courtrai, apt. 405, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges",698000,45.49345734,-73.64699529,8.0,9.0,5.0,3.0,6.0,2.0,6.0,10.0,10.0,9,4.0,10.0,10.0,10.0,6.0,9.0,8.0,2020.0,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,75.0,6.0,3.0,False,2.0,0.0,1152.0,1152.0,1152.0,False,False,2.0,True,4.005432312987453
1992,3632,Condo for sale,"1800, boulevard René-Lévesque Ouest, apt. 1615, Montréal (Ville-Marie), Neighbourhood Central West",488900,45.491055,-73.576818,10.0,10.0,10.0,4.0,5.0,7.0,0.0,9.0,10.0,10,10.0,10.0,10.0,9.0,10.0,10.0,7.0,2018.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,87.0,5.0,1.0,False,1.0,0.0,624.0,624.0,624.0,False,True,1.0,True,2.2375183894349333
1993,3633,Condo for sale,"201, Chemin de la Pointe-Sud, apt. 409, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",525000,45.44967817,-73.55315534,3.0,3.0,1.0,7.0,10.0,0.0,10.0,7.0,0.0,8,0.0,2.0,4.0,3.0,1.0,4.0,5.0,2006.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,14.0,9.0,2.0,False,2.0,0.0,1091.0,1091.0,1091.0,False,True,2.0,True,7.037025351067849
1994,3634,Condo for sale,"11, Rue O'Reilly, apt. 103, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",1059000,45.462924,-73.540885,5.0,5.0,2.0,8.0,9.0,0.0,9.0,5.0,1.0,8,2.0,8.0,6.0,5.0,5.0,5.0,7.0,1991.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,54.0,6.0,3.0,False,2.0,0.0,1848.0,1848.0,1848.0,True,True,2.0,True,6.42882925466229
1995,3635,Condo for sale,"1188, Rue Saint-Antoine Ouest, apt. 3101, Montréal (Ville-Marie), Neighbourhood Central",499000,45.49600779,-73.56777166,10.0,10.0,10.0,4.0,6.0,6.0,0.0,8.0,7.0,10,10.0,9.0,6.0,8.0,10.0,10.0,3.0,2019.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,94.0,6.0,2.0,False,1.0,0.0,517.0,517.0,517.0,False,False,0.0,False,2.547993161762997
1996,3636,Condo for sale,"1288, Avenue des Canadiens-de-Montréal, apt. 3803, Montréal (Ville-Marie), Neighbourhood Central West",549000,45.49594288,-73.57029105,10.0,10.0,10.0,4.0,5.0,6.0,0.0,7.0,7.0,10,10.0,10.0,8.0,8.0,10.0,10.0,5.0,2016.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,96.0,5.0,1.0,False,1.0,0.0,571.0,571.0,571.0,False,True,1.0,True,2.3698598135916833
1997,3637,Condo for sale,"30, Rue Berlioz, apt. 202, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",439000,45.46537449,-73.53768161,5.0,5.0,2.0,7.0,9.0,0.0,9.0,3.0,1.0,7,2.0,8.0,6.0,5.0,6.0,5.0,8.0,1982.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,54.0,6.0,3.0,False,2.0,0.0,1400.0,1400.0,1400.0,True,True,1.0,True,6.416439597931761
1998,3639,Condo for sale,"7185, Avenue Louis-Hébert, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray",479000,45.55358552,-73.60378375,9.0,9.0,7.0,8.0,5.0,4.0,6.0,9.0,7.0,10,6.0,10.0,8.0,10.0,8.0,9.0,7.0,2018.0,143853,1,8692,11,58,23,8,8,3,40,29,14,11,7,33,42,25,28,72,49,33,6,4,4,3,3,2,91,4,0,29,14,20,11,26,56,44,57.0,10.0,33.0,74.0,5.0,2.0,False,2.0,0.0,1078.0,1078.0,1078.0,False,False,1.0,False,5.469646320089504
1999,3642,Condo for sale,"365, Rue Sainte-Marguerite, apt. 101, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne",296900,45.475273,-73.585886,10.0,10.0,7.0,9.0,5.0,7.0,6.0,9.0,8.0,10,6.0,10.0,6.0,10.0,8.0,9.0,5.0,2005.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,84.0,3.0,1.0,False,1.0,0.0,535.0,535.0,535.0,False,False,0.0,False,3.3926591474077763
2000,3644,Condo for sale,"405, Rue de la Concorde, apt. 1910, Montréal (Ville-Marie), Neighbourhood Central",549000,45.50706907,-73.57090547,10.0,10.0,10.0,8.0,4.0,7.0,5.0,9.0,9.0,10,10.0,10.0,8.0,10.0,10.0,10.0,3.0,2016.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,99.0,6.0,2.0,False,1.0,0.0,643.0,643.0,643.0,False,False,0.0,False,2.1378946601109905
2001,3645,Condo for sale,"1288, Avenue des Canadiens-de-Montréal, apt. PH4704, Montréal (Ville-Marie), Neighbourhood Central West",999000,45.49600304,-73.57057537,10.0,10.0,10.0,4.0,5.0,7.0,2.0,7.0,8.0,10,10.0,10.0,9.0,9.0,10.0,10.0,3.0,2016.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,96.0,8.0,2.0,False,2.0,0.0,766.0,766.0,766.0,False,True,1.0,True,2.3468882399615816
2002,3646,Condo for sale,"1288, Avenue des Canadiens-de-Montréal, apt. 2809, Montréal (Ville-Marie), Neighbourhood Central West",449000,45.495988,-73.569304,10.0,10.0,10.0,4.0,5.0,6.0,0.0,8.0,7.0,10,10.0,9.0,10.0,9.0,10.0,10.0,3.0,2016.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,91.0,4.0,1.0,False,1.0,0.0,424.0,424.0,424.0,False,False,0.0,False,2.43845669146251
2003,3647,Condo for sale,"1181, Rue Bishop, apt. 507, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",595000,45.495994,-73.574432,10.0,10.0,10.0,4.0,4.0,7.0,0.0,6.0,9.0,10,10.0,10.0,10.0,10.0,10.0,10.0,4.0,2016.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,98.0,5.0,2.0,False,1.0,0.0,692.0,692.0,692.0,False,False,1.0,True,2.076144223832328
2004,3648,Condo for sale,"1288, Avenue des Canadiens-de-Montréal, apt. 2913, Montréal (Ville-Marie), Neighbourhood Central West",558000,45.495988,-73.569304,10.0,10.0,10.0,4.0,5.0,6.0,0.0,8.0,7.0,10,10.0,9.0,10.0,9.0,10.0,10.0,3.0,2016.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,91.0,4.0,1.0,False,1.0,0.0,533.0,533.0,533.0,False,True,1.0,True,2.43845669146251
2005,3651,Condo for sale,"60, Rue Berlioz, apt. 1101, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",395000,45.464652,-73.5386,5.0,5.0,3.0,8.0,9.0,0.0,10.0,5.0,1.0,8,2.0,9.0,8.0,6.0,6.0,6.0,6.0,1987.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,57.0,5.0,1.0,False,1.0,0.0,878.0,878.0,878.0,True,True,1.0,True,6.419353351063027
2006,3652,Condo for sale,"1954, Rue Beaubien Est, apt. 4, Montréal (Rosemont/La Petite-Patrie), Neighbourhood La Petite-Patrie",489500,45.54437172,-73.5952304,10.0,10.0,9.0,10.0,4.0,5.0,7.0,10.0,9.0,9,8.0,10.0,8.0,10.0,9.0,9.0,6.0,1910.0,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,84.0,6.0,3.0,False,1.0,0.0,813.0,813.0,813.0,False,False,0.0,False,4.432851171404183
2007,3653,Condo for sale,"157, Rue Saint-Paul Ouest, apt. 39, Montréal (Ville-Marie), Neighbourhood Old Montréal",829000,45.5034018,-73.5551387,10.0,10.0,10.0,6.0,5.0,10.0,5.0,7.0,3.0,10,10.0,10.0,5.0,10.0,10.0,10.0,3.0,1914.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,91.0,9.0,2.0,False,2.0,1.0,1630.0,1630.0,1630.0,False,False,0.0,False,3.350836661200137
2008,3656,Condo for sale,"1190, Rue MacKay, apt. 504, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",369000,45.495214,-73.575353,10.0,10.0,10.0,4.0,4.0,7.0,0.0,7.0,9.0,10,10.0,10.0,10.0,10.0,10.0,10.0,5.0,2019.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,98.0,3.0,1.0,False,1.0,0.0,381.0,381.0,381.0,False,False,0.0,True,2.0550914075090208
