,title,address,price,lat,long,Restaurants,Shopping,Vibrant,Cycling friendly,Car friendly,Historic,Quiet,Elementary Schools,High Schools,Parks,Nightlife,Groceries,Daycares,Pedestrian friendly,Cafes,Transit friendly,Greenery,rooms,bedrooms,bathroom,Condominium type,Net area,Year built,Parking (total),Population 2016 ,Population variation between 2011 2016 ,Population density ,Unemployment rate 2016 ,"Less than $50,000 (%)","Between $50,000 and $80,000 (%)","Between $80,000 and $100,000 (%)","Between $100,000 and $150,000 (%)","More than $150,000 (%)",1-person households (%),2-person households (%),3-person households (%),4-person households (%),5-person or more households (%),Couples without children at home (%),Couples with children at home (%),Single-parent families (%),Owners (%),Renters (%),Before 1960 (%),Between 1961 and 1980 (%),Between 1981 and 1990 (%),Between 1991 and 2000 (%),Between 2001 and 2010 (%),Between 2011 and 2016 (%),Single-family homes (%),Semi-detached or row houses (%),Buildings with less than 5 floors (%),Buildings with 5 or more floors (%),Mobile homes (%),University (%),College (%),Secondary (high) school (%),Apprentice or trade school diploma (%),No diploma (%),Non-immigrant population (%),Immigrant population (%),French (%),English (%),Others languages (%),bathrooms,Pool,Additional features,walk_score,bedroom,Gross area,powder room,Building style,Lot area,Fireplace/Stove,in basement,Use of property,Number of units,Residential units,Main unit,Potential gross revenue,powder rooms,Intergenerational,Building area (at ground level),room,Available area,Residential unit,bedrooms in basement,Zoning,Parking (excluded from the price),bedroom in basement,< 15 years (%),15 to 24 years (%),25 to 44 years (%),45 to 64 years (%),> 65 years (%)
5124,Condo for sale,"2540, Place Pierre-Falardeau, apt. 605, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Old Rosemont","$508,280",45.5426569300,-73.5754580300,10,9,7,9,6,4,6,7,3,10,8,10,6,9,8,8,4,6,2,,Divided,,2019,Garage (1),139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,2,"Heated, Inground, Indoor","Adapted for reduced mobility, Elevator",81,,"1,366 sqft",,,,,,,,,,,,,,,,,,,,,,,,,
5125,Condo for sale,"2540, Place Pierre-Falardeau, apt. 405, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Old Rosemont","$277,900",45.5427260000,-73.5755840000,10,9,7,9,6,4,6,7,3,10,8,10,6,9,8,8,4,4,,1,Divided,,2019,Garage (1),139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,,"Heated, Inground, Indoor","Adapted for reduced mobility, Elevator",81,1,752 sqft,,,,,,,,,,,,,,,,,,,,,,,,,
5126,House for sale,"2295 - 2295A, Chemin du Bord-du-Lac, Montréal (L'Île-Bizard/Sainte-Geneviève), Neighbourhood L'Île-Bizard","$1,995,000",45.5174890000,-73.8854530000,1,1,0,3,10,1,9,0,0,8,0,0,1,1,0,1,10,15,4,,,,Unknown age,"Driveway (10), Garage (1)",18413,2,778,7,30,19,10,20,21,25,31,18,18,9,34,50,16,74,26,13,30,27,15,11,4,61,8,27,2,2,33,21,22,11,13,75,25,53.0,35.0,12.0,2,"Heated, Inground","Located on a lake, Navigable body of water, Basement 6 feet or +",3,,,1,"Two or more storey, Detached","87,529 sqft",Wood fireplace,,,,,,,,"5 rooms, 1 bedroom, 1 bathroom",,,,,,,,,,,,,
5127,Duplex for sale,"5966 - 5968, 24e Avenue, Montréal (Rosemont/La Petite-Patrie), Neighbourhood New Rosemont","$535,000",45.5622060000,-73.5741780000,8,8,5,8,6,5,4,9,9,10,5,10,9,10,5,9,7,,,,,,1932,Driveway (1),139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,,,,57,,,,Semi-detached,"2,051 sqft",,,Residential only,Residential (2),2 x 4 ½,"4 rooms, 2 bedrooms, 1 bathroom","$15,240",,,800 sqft,,,,,,,,,,,,
5128,Duplex for sale,"5966 - 5968, 24e Avenue, Montréal (Rosemont/La Petite-Patrie), Neighbourhood New Rosemont","$535,000",45.5622060000,-73.5741780000,8,8,5,8,6,5,4,9,9,10,5,10,9,10,5,9,7,,,,,,1932,Driveway (1),139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,,,,57,,,,Semi-detached,"2,051 sqft",,,Residential only,Residential (2),2 x 4 ½,"4 rooms, 2 bedrooms, 1 bathroom","$15,240",,,800 sqft,,,,,,,,,,,,
5129,Duplex for sale,"5962 - 5964, 24e Avenue, Montréal (Rosemont/La Petite-Patrie), Neighbourhood New Rosemont","$535,000",45.5621880000,-73.5741150000,8,8,5,8,6,5,4,9,9,10,5,10,9,10,5,9,7,,,,,,1932,Driveway (1),139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,,,,57,,,,Semi-detached,"2,051 sqft",,,Residential only,Residential (2),2 x 4 ½,"4 rooms, 2 bedrooms, 1 bathroom","$22,500",,,800 sqft,,,,,,,,,,,,
5130,Condo for sale,"100, Rue Rhéaume, apt. PH800, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Verdun","$1,995,000",45.4674280000,-73.5640990000,9,9,5,7,7,5,6,9,9,9,5,10,10,10,6,9,5,12,4,,Divided,"4,121 sqft",2004,Garage (4),69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,3,,"Adapted for reduced mobility, Elevator",76,,,1,,,Gas fireplace,,,,,,,,,,,,,,,,,,,,,
5131,Condo for sale,"1800, boulevard Angrignon, apt. 411B, Montréal (LaSalle)","$395,000",45.4470040000,-73.6089200000,7,9,4,5,10,2,3,7,3,10,3,9,5,7,6,10,5,3,,1,Divided,639 sqft,2013,Garage (1),76853,3,4675,10,48,25,10,11,6,36,30,15,12,6,34,43,23,40,60,25,50,10,7,4,3,4,8,85,4,0,25,17,26,12,20,63,37,42.0,36.0,22.0,,,"Adapted for reduced mobility, Elevator",46,1,,,,,,,,,,,,,,,,,,,,,,,,,,
5132,Loft / Studio for sale,"220, Avenue des Pins Ouest, apt. 110, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$475,000",45.5124996100,-73.5770419200,10,10,10,10,5,7,2,8,9,10,10,10,8,10,10,10,5,6,,1,Divided,"1,086 sqft",1931,Driveway (1),104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,,,"Adapted for reduced mobility, Elevator",94,1,,,,,,,,,,,,,,,,,,,,,,,,,,
5133,House for sale,"280, Rue Patenaude, Montréal (L'Île-Bizard/Sainte-Geneviève), Neighbourhood L'Île-Bizard","$1,675,000",45.5186580000,-73.8663310000,3,1,0,4,9,1,9,1,0,8,0,0,0,1,0,1,10,12,4,,,,1954,"Driveway (6), Garage (2)",18413,2,778,7,30,19,10,20,21,25,31,18,18,9,34,50,16,74,26,13,30,27,15,11,4,61,8,27,2,2,33,21,22,11,13,75,25,53.0,35.0,12.0,2,Inground,"Located on a fleuve (river), Navigable body of water",4,,,1,"Two or more storey, Detached","20,839 sqft","Wood fireplace, Gas fireplace, Gas stove",,,,,,,,,,,,,,,,,,,,,
5134,Condo for sale,"8372, boulevard Gouin Est, apt. 102, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Rivière-des-Prairies","$299,000",45.6458010000,-73.5941260000,4,4,2,5,9,2,9,10,4,7,1,5,6,4,3,4,5,6,2,1,Divided,930 sqft,2015,Garage (1),106743,0,2515,7,38,25,12,17,8,28,32,17,15,8,34,43,23,64,36,13,28,31,14,11,3,26,24,47,3,0,16,17,25,18,24,76,24,71.0,16.0,13.0,,,Elevator,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
5135,Condo for sale,"5549, Chemin Queen-Mary, apt. 20, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges","$289,000",45.4804090000,-73.6321090000,8,8,5,5,6,4,5,10,7,8,4,9,8,10,6,9,8,4,2,1,Undivided,"1,051 sqft",1932,,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,,,Elevator,78,,,,,,,,,,,,,,,,,,,,,,,,,,,
5136,Condo for sale,"1155, Rue de la Montagne, apt. 3201-02, Montréal (Ville-Marie), Neighbourhood Golden Square Mile","$1,999,000",45.4969494900,-73.5727077700,10,10,10,4,6,7,0,6,8,10,10,10,8,10,10,10,5,10,3,,Divided,,2017,Garage (2),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,"Heated, Inground",Elevator,97,,"3,085 sqft",1,,,,,,,,,,,,,,,,,,,,,,,,
5137,House for sale,"8137, boulevard LaSalle, Montréal (LaSalle)","$1,690,000",45.4204990000,-73.6040270000,4,5,2,7,9,0,9,6,5,8,2,5,4,4,4,4,7,9,3,,,,1992,"Driveway (3), Garage (2)",76853,3,4675,10,48,25,10,11,6,36,30,15,12,6,34,43,23,40,60,25,50,10,7,4,3,4,8,85,4,0,25,17,26,12,20,63,37,42.0,36.0,22.0,3,,"Located on a fleuve (river), Basement 6 feet or +",15,,,1,"Two or more storey, Detached","6,438 sqft",Wood fireplace,,,,,,,,,,,,,,,,,,,,,
5138,Condo for sale,"385, Rue Saint-Martin, apt. 512, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$514,500",45.4879450800,-73.5671327800,10,10,9,9,5,6,7,10,5,10,10,9,8,10,10,9,5,9,2,,Divided,,"To be built, New",,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,2,"Heated, Inground",Elevator,77,,850 sqft,,,,,,,,,,,,,,,,,,,,,,,,,
5139,Condo for sale,"385, Rue Saint-Martin, apt. 706, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$670,440",45.4879450800,-73.5671327800,10,10,9,9,5,6,7,10,5,10,10,9,8,10,10,9,5,10,2,,Divided,,"To be built, New",,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,2,"Heated, Inground",Elevator,77,,958 sqft,,,,,,,,,,,,,,,,,,,,,,,,,
5140,Condo for sale,"385, Rue Saint-Martin, apt. 602, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$559,500",45.4879902100,-73.5671971500,10,10,9,9,5,6,7,10,5,10,10,9,8,10,10,9,5,9,2,,Divided,,"To be built, New",,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,2,"Heated, Inground",Elevator,77,,909 sqft,,,,,,,,,,,,,,,,,,,,,,,,,
5141,Condo for sale,"200, Avenue Willowdale, apt. 42, Montréal (Outremont)","$399,000",45.5075735800,-73.6161845400,9,9,5,6,6,4,9,10,10,9,5,10,8,10,7,9,10,4,,1,Undivided,,1968,Garage (1),23954,2,6254,6,29,19,9,15,27,33,30,14,13,10,34,50,16,54,46,73,16,4,4,2,1,8,14,59,19,0,59,14,15,3,10,74,26,61.0,19.0,20.0,,,,51,1,633 sqft,,,,,,,,,,,,,,,,,,,,,,,,,
5142,Condo for sale,"6452, Avenue des Érables, Montréal (Rosemont/La Petite-Patrie), Neighbourhood La Petite-Patrie","$1,099,000",45.5462070000,-73.5938030000,10,10,9,10,4,5,7,9,8,8,9,9,8,10,8,9,8,17,3,,Divided,"2,241 sqft",1926,Garage (1),139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,2,,,84,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5143,Condo for sale,"283, Rue de la Commune Ouest, apt. 42, Montréal (Ville-Marie), Neighbourhood Old Montréal","$849,900",45.5016480000,-73.5537810000,10,10,10,8,6,10,1,7,2,10,10,10,6,10,10,9,6,6,2,,Divided,"1,539 sqft",1840,Garage (1),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,,"Access to a fleuve (river), Non-navigable body of water, Adapted for reduced mobility",89,,,,,,Wood fireplace,,,,,,,,,,,,,,,,,,,,,
5144,Lot for sale,"9615, Avenue Souligny, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Mercier","$639,000",45.6112801600,-73.5128793800,5,5,3,6,8,4,4,9,5,7,4,8,8,5,5,7,5,,,,,,,,136024,3,5347,9,52,24,9,11,5,45,32,12,8,4,42,35,23,34,66,43,31,10,5,7,4,5,5,86,4,0,29,17,21,14,20,79,21,85.0,5.0,10.0,,,,31,,,,,"8,526 sqft",,,,,,,,,,,,,,,Residential,,,,,,,
5145,Triplex for sale,"2101 - 2105, boulevard Gouin Est, Montréal (Ahuntsic-Cartierville), Neighbourhood Ahuntsic East","$759,000",45.5746591100,-73.6589764000,6,6,4,7,7,4,8,9,8,9,3,8,9,9,6,9,6,,,,,,1939,Driveway (2),134245,6,5545,10,49,23,9,11,9,41,27,13,12,7,34,46,20,39,61,37,33,14,6,6,4,9,5,73,13,0,36,16,20,10,17,59,41,65.0,10.0,25.0,,,Basement 6 feet or +,53,,,,Detached,"5,186 sqft",,,Residential and commercial,"Residential (2), Commercial (1)","1 x 1 ½, 1 x 6 ½","6 rooms, 2 bedrooms, 1 bathroom","$48,000",,,,,"1,200 sqft",,,,,,,,,,
5146,Condo for sale,"11, Rue O'Reilly, apt. PH4.2, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs","$1,930,000",45.4626533500,-73.5415257500,4,4,2,9,9,0,10,7,1,8,1,7,4,5,5,5,8,8,3,,Divided,"2,578 sqft",1991,Garage (2),69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,2,"Heated, Inground, Indoor","Located on a fleuve (river), Elevator",48,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5147,Condo for sale,"2117, Rue Tupper, apt. 1208, Montréal (Ville-Marie), Neighbourhood Central West","$765,000",45.4903390000,-73.5814010000,10,10,10,5,4,7,8,10,10,10,10,10,10,10,10,10,7,7,2,,Divided,930 sqft,2017,Garage (1),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,"Heated, Inground",Elevator,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
5148,Condo for sale,"2117, Rue Tupper, apt. 1208, Montréal (Ville-Marie), Neighbourhood Central West","$765,000",45.4903390000,-73.5814010000,10,10,10,5,4,7,8,10,10,10,10,10,10,10,10,10,7,7,2,,Divided,930 sqft,2017,Garage (1),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,"Heated, Inground",Elevator,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
5149,Condo for sale,"3982, Chemin de la Côte-des-Neiges, apt. PH-A54, Montréal (Ville-Marie), Neighbourhood Central West","$2,988,000",45.4950997500,-73.5958522900,10,10,7,8,8,5,3,10,10,10,8,9,6,9,9,9,9,12,4,,Divided,"4,736 sqft",1931,Garage (1),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,3,,Elevator,44,,,,,,Gas fireplace,,,,,,,,,,,,,,,,,,,,,
5150,Condo for sale,"1220, Rue Crescent, apt. PH1106, Montréal (Ville-Marie), Neighbourhood Golden Square Mile","$849,000",45.4967155700,-73.5750782000,10,10,10,4,5,7,0,6,9,10,10,10,8,10,10,10,3,7,3,,Divided,"1,165 sqft",2015,Garage (1),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,
5151,Condo for sale,"3577, Avenue Atwater, apt. 1509, Montréal (Ville-Marie), Neighbourhood Central West","$1,300,000",45.4937110000,-73.5886020000,10,10,9,5,8,5,3,7,10,10,9,10,8,10,10,10,9,9,3,,Divided,"1,958 sqft",1983,Garage (2),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,"Heated, Inground, Indoor","Adapted for reduced mobility, Elevator",79,,,1,,,Wood fireplace,,,,,,,,,,,,,,,,,,,,,
5152,Condo for sale,"48, Rue Le Royer Ouest, apt. A04, Montréal (Ville-Marie), Neighbourhood Old Montréal","$1,250,000",45.5053090000,-73.5547210000,10,10,10,7,5,10,6,6,3,10,10,10,6,10,10,10,5,10,5,1,Divided,"3,560 sqft","1900, Historic",,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,,"Basement 6 feet or +, Elevator",93,,,,,,,(2,,,,,,,,,,,,,,,,,,,,
5153,Duplex for sale,"7390 - 7392, 8e Avenue, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Saint-Michel","$599,000",45.5581570000,-73.6034730000,9,9,5,6,6,2,9,10,10,10,5,9,10,10,7,9,4,,,,,,1963,"Driveway (1), Garage (1)",143853,1,8692,11,58,23,8,8,3,40,29,14,11,7,33,42,25,28,72,49,33,6,4,4,3,3,2,91,4,0,29,14,20,11,26,56,44,57.0,10.0,33.0,,,,67,,,,Attached,"1,931 sqft",,,Residential only,Residential (2),"1 x 6 ½, 1 x 8 ½","8 rooms, 3 bedrooms, 1 bathroom","$27,240",,,"1,101 sqft",,,,,,,,,,,,
5154,House for sale,"12112, Rue Cousineau, Montréal (Ahuntsic-Cartierville), Neighbourhood Bois de Saraguay","$539,000",45.5262550000,-73.7206990000,6,6,3,4,8,2,9,7,5,7,3,8,6,6,5,7,8,10,3,,,,1935,,134245,6,5545,10,49,23,9,11,9,41,27,13,12,7,34,46,20,39,61,37,33,14,6,6,4,9,5,73,13,0,36,16,20,10,17,59,41,65.0,10.0,25.0,2,,,50,,,,"Two or more storey, Detached","6,984 sqft",,,,,,,,,,,,,,,,,,,,,,
5155,Condo for sale,"1050, Rue Drummond, apt. 2806, Montréal (Ville-Marie), Neighbourhood Central West","$720,000",45.4965880000,-73.5700370000,10,10,10,4,5,7,2,7,8,10,10,10,9,9,10,10,3,7,2,,Divided,826 sqft,2017,Garage (1),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,"Heated, Inground, Indoor","Basement 6 feet or +, Elevator",96,,,,,,,,,,,,,,,,,,,,,,,,,,,
5156,Condo for sale,"225, Rue de la Montagne, apt. 207, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$425,000",45.4919940000,-73.5603330000,10,10,9,10,6,5,0,7,3,10,10,10,8,10,10,9,6,6,2,1,Divided,817 sqft,2012,Garage (1),80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,,Inground,Adapted for reduced mobility,80,,,,,,,(1,,,,,,,,,,,,,,,,,,,,
5157,Condo for sale,"1340, Rue Olier, apt. 1205, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$699,000",45.4906923500,-73.5587082900,10,10,8,10,6,5,0,6,3,10,8,10,8,10,9,9,7,5,2,,Divided,912 sqft,2015,Garage (1),80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,2,"Heated, Indoor","Adapted for reduced mobility, Elevator",70,,,,,,,,,,,,,,,,,,,,,,,,,,,
5158,Triplex for sale,"6270 - 6274, Rue Laurendeau, Montréal (Le Sud-Ouest), Neighbourhood Saint-Paul/Émard","$868,000",45.4561254500,-73.5884024700,7,8,5,8,6,3,8,10,9,9,3,9,9,10,5,9,9,,,,,,1952,"Driveway (1), Garage (1)",80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,,,Basement 6 feet or +,68,,,,Semi-detached,"3,197 sqft",,,Residential only,Residential (3),"2 x 3 ½, 1 x 7 ½","7 rooms, 3 bedrooms, 2 bathrooms","$37,860",,,"1,334 sqft",,,,,,,,,,,,
5159,House for sale,"1831, Rue de Beaurivage, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Mercier","$280,000",45.5902880000,-73.5123320000,5,6,3,5,8,4,8,10,5,8,2,8,9,6,2,6,7,5,3,,,,Unknown age,,136024,3,5347,9,52,24,9,11,5,45,32,12,8,4,42,35,23,34,66,43,31,10,5,7,4,5,5,86,4,0,29,17,21,14,20,79,21,85.0,5.0,10.0,2,,,45,,,,"Two or more storey, Semi-detached","1,986 sqft",,,,,,,,,,,,,,,,,,,,,,
5160,Condo for sale,"2333, Rue Sherbrooke Ouest, apt. 510, Montréal (Ville-Marie), Neighbourhood Central West","$1,195,000",45.4915565700,-73.5877972200,10,10,10,6,7,6,1,9,9,10,9,10,10,10,10,10,7,4,2,,Divided,"1,600 sqft",1989,Garage (1),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,,"Adapted for reduced mobility, Elevator",91,,,,,,,,,,,,,,,,,,,,,,,,,,,
5161,House for sale,"3897, Avenue Laval, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$1,349,000",45.5185660000,-73.5754240000,10,10,10,10,3,7,7,10,9,10,10,10,8,10,10,10,9,8,3,1,,,2004,,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,,,Basement 6 feet or +,95,,,1,"Two or more storey, Attached","1,500 sqft",,,,,,,,,,,,,,,,,,,,,,
5162,Condominium house for sale,"1610Z, Rue Stephens, apt. C, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Verdun","$948,032",45.4460970000,-73.5895300000,6,7,3,8,7,0,8,10,10,10,3,8,6,6,4,7,7,7,3,,Divided,,"To be built, New",,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,2,,Basement 6 feet or +,42,,,,Semi-detached,,Gas fireplace,,,,,,,,,,,,,,,,,,,,,
5163,Quadruplex for sale,"2497 - 2499, Rue L.-O.-David, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray","$875,000",45.5555787500,-73.6068366600,9,9,7,6,5,3,5,10,9,8,6,9,8,10,7,9,7,,,,,,1957,,143853,1,8692,11,58,23,8,8,3,40,29,14,11,7,33,42,25,28,72,49,33,6,4,4,3,3,2,91,4,0,29,14,20,11,26,56,44,57.0,10.0,33.0,,,,65,,,,Semi-detached,"2,160 sqft",,,Residential only,Residential (4),"2 x 2 ½, 2 x 5 ½","2 rooms, 1 bedroom, 1 bathroom","$35,100",,,,,,,,,,,,,,,
5164,House for sale,"1610, Rue Stephens, apt. C, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Verdun","$948,032",45.4460970000,-73.5895300000,6,7,3,8,7,0,8,10,10,10,3,8,6,6,4,7,7,7,3,,,,"To be built, New",Driveway (1),69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,2,,Basement 6 feet or +,42,,,,"Two or more storey, Semi-detached",,Gas fireplace,,,,,,,,,,,,,,,,,,,,,
5165,Condo for sale,"750, 32e Avenue, apt. 402, Montréal (Lachine), Neighbourhood West","$449,000",45.4443618800,-73.6921101700,5,5,3,2,8,2,0,6,5,8,4,7,5,5,3,4,4,4,2,,Divided,"1,077 sqft",2012,Garage (2),44489,7,2498,9,48,22,10,12,9,40,29,14,11,5,35,41,24,43,57,44,27,9,7,7,6,15,10,70,6,0,27,16,23,13,21,77,23,59.0,30.0,11.0,2,Inground,"Adapted for reduced mobility, Elevator",57,,,,,,,,,,,,,,,,,,,,,,,,,,,
5166,Condo for sale,"320, Rue Sherbrooke Ouest, apt. 202, Montréal (Ville-Marie), Neighbourhood Central","$580,000",45.5084840000,-73.5712190000,10,10,10,9,6,7,1,9,9,10,10,10,8,10,10,10,3,7,2,,Divided,910 sqft,2003,Garage (1),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,,"Adapted for reduced mobility, Elevator",98,,,,,,,,,,,,,,,,,,,,,,,,,,,
5167,Condo for sale,"1280, Rue Sherbrooke Ouest, apt. 430, Montréal (Ville-Marie), Neighbourhood Golden Square Mile","$3,198,000",45.4997900000,-73.5786040000,10,10,10,7,6,7,0,8,9,9,10,9,9,10,10,10,4,6,2,,Divided,,1910,Garage (1),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,"Heated, Inground, Indoor",Elevator,97,,"2,005 sqft",1,,,,,,,,,,,,,,,,,,,,,,,,
5168,Condo for sale,"1280, Rue Sherbrooke Ouest, apt. 430, Montréal (Ville-Marie), Neighbourhood Golden Square Mile","$3,198,000",45.4997900000,-73.5786040000,10,10,10,7,6,7,0,8,9,9,10,9,9,10,10,10,4,6,2,,Divided,,1910,Garage (1),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,"Heated, Inground, Indoor",Elevator,97,,"2,005 sqft",1,,,,,,,,,,,,,,,,,,,,,,,,
